R1,R2,R3,R4,low_barrier,barrier
S[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,6.254322400975236,14.4
C#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,4.7972604350156836,14.4
O=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.8646430378889995,14.4
S[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],4.615284564975757,14.4
S=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],4.807300483347029,14.4
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],4.294003028930849,14.4
O=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,5.606111801971017,14.4
S=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],5.185057288963995,14.4
F[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],3.451266500132405,14.4
O[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],4.739530158947422,14.4
O=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,CC[P+](CC)(CC)[*:4],5.015631479106399,14.4
C#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,3.9382088279730763,14.4
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,5.899155702873202,14.4
Cl[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,6.089916614962288,14.5
S=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],5.222707469296971,14.5
O=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.943468634074576,14.5
C#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,4.060571912949495,14.5
O=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],5.24341506817335,14.5
S[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,3.9457388640254036,14.5
Cl[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],4.390638490972223,14.5
O=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.997046170911408,14.5
O[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],6.310797670975328,14.5
O=C=N[*:1],[O+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,4.966686245087296,14.5
S=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,7.216284499900697,14.5
S=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],4.336673232965794,14.5
S=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],3.3452184930434563,14.5
Cl[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],2.329918639038644,14.5
S=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.091171621101797,14.5
S=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.546259235150028,14.5
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],3.731132837996521,14.5
Cl[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,6.529168714994705,14.5
O=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],6.039716374946353,14.6
S=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],5.490651249977172,14.6
Cl[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,5.491906255974003,14.6
Br[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,6.4350432650896705,14.6
Cl[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,5.146779605989298,14.6
O=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],5.639369461101066,14.6
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,2.663750234909189,14.6
F[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.88636586100473,14.7
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,5.75106499496174,14.7
O[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.659837278077288,14.7
O=C=N[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.3867255339976445,14.7
O=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.97194605097478,14.7
S=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],4.150932344864034,14.7
S=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],5.4391960039644065,14.7
O=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],4.415738611051529,14.7
Cl[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],4.05241437404143,14.7
C#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,3.953896403004808,14.7
S=C=N[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,5.235257529122607,14.7
O=C=N[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,6.622039159045584,14.7
S=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],5.456766087920046,14.7
O=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],5.1166594620653445,14.7
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,6.4883810200263445,14.8
S=C=N[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],3.62508483105025,14.8
O=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],4.361145849975346,14.8
S=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.404923121023039,14.8
S[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],4.552534264991508,14.9
Cl[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,6.997913456023998,14.9
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,6.2875800599626075,14.9
S=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],5.510731345926475,14.9
S=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,7.545096071926594,14.9
O=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],5.436058488900989,14.9
O[*:1],[NH+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],6.054148943981254,14.9
O=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[P+](C)(C)[*:4],5.467433638964452,14.9
S=C=N[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,5.419115908015104,14.9
O=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],6.211652196940291,14.9
C#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,4.2287427169529375,15.0
Cl[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],5.045751623030353,15.0
Cl[*:1],C[N+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,6.715537106023541,15.0
F[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],4.295885538140112,15.0
Br[*:1],[O+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,6.9546157492046525,15.0
S=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,6.435670768016747,15.0
O[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,4.51174656995181,15.0
O=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],4.4634288390738,15.0
Cl[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],5.618661861939332,15.0
Cl[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,6.048501416924173,15.0
S=C=N[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,5.626819400990074,15.0
O[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],4.6774073623182835,15.0
F[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.457781312159398,15.0
Cl[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,5.396525799929461,15.0
F[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],4.218075166051209,15.0
C#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,5.427900949992924,15.1
O[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,CC[P+](CC)(CC)[*:4],6.463908403016793,15.1
S=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],5.959395991006465,15.1
O=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],5.747299976971246,15.1
C#C[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,6.684789458958494,15.1
O[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,4.683682392017085,15.1
C#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,4.771532811937962,15.1
F[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],4.400678538946874,15.1
F[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.503589030972405,15.1
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,6.052266435057345,15.1
S=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],5.810677779882571,15.1
F[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.486498511102436,15.1
O=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],4.951626172982642,15.2
F[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],4.472213881194298,15.2
S=C=N[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],4.530571659975619,15.2
S=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,6.46453590594387,15.2
O[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],5.3268729668913,15.2
S=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.812560289234512,15.2
F[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,4.656072260086794,15.2
Cl[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,6.049128919993928,15.2
O=C=N[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],4.8104379979824134,15.2
F[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],4.681799882950499,15.2
O=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],5.158702162887858,15.2
F[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],4.310318107032335,15.2
F[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],4.283335478171798,15.2
O=C=N[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,6.623294165042416,15.3
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,6.095564142019368,15.3
S=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,6.314562688965822,15.3
O[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.360370408064185,15.3
Cl[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1c[n+]([*:4])ccn1,6.87555037097624,15.3
F[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],4.297140543994265,15.3
S=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],3.868555995148933,15.3
O[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.72470986902828,15.4
Cl[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,7.322332506989645,15.4
Cl[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,5.0808917909416325,15.4
S=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,6.849822747969858,15.4
S=C=N[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],4.676152356178775,15.4
O[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],5.990771140927251,15.4
S=C=N[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.520143890974049,15.4
C#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,4.363655862111686,15.5
F[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],5.095324359976533,15.5
S=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],4.218075165908531,15.5
O=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],5.307420374011753,15.5
F[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.31808792491348,15.5
C#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,4.893895896985719,15.5
O[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.633961715944144,15.5
O=C=N[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,6.6509042971153844,15.5
S=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],6.482733492969264,15.5
O=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],6.815937585984071,15.5
O=C=N[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],5.117286965277777,15.5
S=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],6.752559783001407,15.5
F[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],5.158702163030536,15.5
S=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],6.986618402052515,15.6
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,6.158314441860939,15.6
O[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,CC[P+](CC)(CC)[*:4],6.5517588229376695,15.6
Cl[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,6.723694644931607,15.6
O=C=N[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,6.64149175206781,15.6
F[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],5.4467260399453945,15.6
C#C[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,6.623921667969492,15.6
O=C=N[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],7.225069542021195,15.6
Cl[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],5.558421573948746,15.6
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],5.583521694028052,15.6
C#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,4.715057542009209,15.6
O[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],6.308287658981665,15.6
O=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],6.192199604060742,15.7
O[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.468928427004118,15.7
O[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,CC[P+](CC)(CC)[*:4],6.491518535089762,15.7
S=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],6.480223480975601,15.7
O[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],6.188434585998909,15.7
Cl[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,6.541091271893264,15.7
O=C=N[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],6.173374514108271,15.7
S=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,7.400770382005626,15.7
O[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],6.1162717410384255,15.7
O=C=N[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],7.1221590499956635,15.7
O[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],6.660316842020281,15.8
Cl[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],5.816952810009406,15.8
O=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],6.586271487921873,15.8
O=C=N[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],5.688942198047246,15.8
Cl[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,5.645644490942546,15.8
S=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,6.979088366071527,15.8
O=C=N[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,5.752947503885649,15.9
Cl[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1c[n+]([*:4])ccn1,7.218167008967283,15.9
O[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],6.520383672945545,15.9
S=C=N[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,7.199341919014811,15.9
O=C=N[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],6.5316787272737225,15.9
O=C=N[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],7.344922614932611,15.9
O[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],4.838675633125137,15.9
Cl[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1c[n+]([*:4])ccn1,7.018621055043055,15.9
S=C=N[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],6.124429279946491,15.9
O[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.899395484916037,16.0
O[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],4.231880232016355,16.0
S=C=N[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,7.272759770043466,16.0
O[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,7.303507417037174,16.0
Cl[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,5.59983677198686,16.0
S=C=N[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,7.565176167875896,16.0
O=C=N[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,6.632706709947312,16.0
O[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],7.013601031198407,16.0
S=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],5.515123866986723,16.0
Cl[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,5.8207178279999,16.0
O[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],5.177527253054346,16.1
O=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],6.820330106972981,16.1
O[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.979715868998603,16.1
Cl[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],4.980491310909764,16.1
S=C=N[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,8.018233334016136,16.1
Cl[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1c[n+]([*:4])ccn1,8.056511016990832,16.1
O=C=N[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],5.337540518363739,16.1
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,6.55740634999475,16.1
O[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],6.977205856933602,16.2
F[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],6.355350384219537,16.2
F[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],6.0679540099463996,16.2
O[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],7.189929374252593,16.2
O=C=N[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],6.783934933064869,16.2
O[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.539208762969356,16.2
S=C=N[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],6.513481139962972,16.2
Cl[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1cn([*:4])cn1,7.162946744964023,16.2
O[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,7.03807364806528,16.2
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,6.517246157953467,16.2
F[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],6.318327706956316,16.2
O[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,CN1C=CN(C)[C-]1[*:4],6.002066194970072,16.2
O=C=N[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,6.795857490106107,16.2
S=C=N[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,6.059796471038334,16.2
O=C=N[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],6.873667861980993,16.2
F[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,6.517873661023222,16.2
